id,loss
1987,2458.57910156
1994,1801.64770508
2000,792.536682129
2008,2323.29052734
2011,2513.63769531
2012,5268.63134766
2019,1810.49047852
2022,3538.94995117
2024,9053.30761719
2028,876.862670898
2030,3696.56958008
2031,6622.60400391
2047,1752.55639648
2049,617.555908203
2050,1551.54663086
2051,4468.16113281
2056,1594.16906738
2057,999.389160156
2059,2287.31591797
2069,3832.18823242
2085,1826.07971191
2089,959.140930176
2090,1625.28076172
2101,2932.46240234
2114,2366.06494141
2115,1332.4967041
2118,1329.05078125
2119,2400.60205078
2125,1575.68688965
2128,3226.85742188
2129,1531.59277344
2132,1534.50354004
2133,2275.30078125
2135,743.10534668
2136,1618.45214844
2143,1182.36364746
2144,1054.64355469
2145,3027.78710938
2152,2200.32128906
2160,3625.97802734
2166,1583.17126465
2169,1071.40026855
2170,1413.54370117
2172,1695.65795898
2181,1520.40441895
2183,1793.45056152
2185,3095.69018555
2188,2477.75488281
2189,2088.01000977
2194,5029.92138672
2202,1477.01074219
2208,2913.34375
2227,1879.22338867
2230,5714.37158203
2235,2204.98730469
2236,1638.21105957
2244,7109.8046875
2248,1477.59118652
2252,1426.60913086
2254,1609.34753418
2260,6110.45703125
2263,1924.81860352
2274,1611.73950195
2277,940.994506836
2279,6580.87597656
2280,10976.2167969
2283,2783.57373047
2284,801.194946289
2288,2835.81567383
2292,1929.3013916
2295,5255.10449219
2296,1251.79431152
2299,2405.44750977
2315,5090.09326172
2318,1582.64685059
2329,10180.6708984
2337,1447.4597168
2340,1008.72302246
2342,1571.45227051
2347,2649.24560547
2349,4268.81933594
2354,1256.81176758
2361,2403.23828125
2370,1624.17858887
2378,2785.73388672
2382,3991.98950195
2387,1294.35827637
2389,2234.04443359
2394,1387.1932373
2396,2230.1340332
2400,2710.75244141
2407,2547.35131836
2414,1068.0246582
2415,1841.14685059
2421,2135.15014648
2427,1650.00854492
2428,2842.76220703
2430,2670.87573242
2435,2329.94799805
2445,5265.40820312
2446,1728.08630371
2447,1237.46057129
2449,2161.40820312
2451,1779.85913086
2458,13564.1816406
2462,10186.2412109
2463,2538.48608398
2467,2205.86499023
2471,6572.09912109
2475,2249.98120117
2478,3112.84399414
2483,4289.55078125
2485,1138.55883789
2487,1167.93725586
2494,683.264770508
2497,1840.45117188
2499,1560.73571777
2503,1375.49951172
2513,2705.62084961
2515,1750.63220215
2522,1800.66040039
2523,1322.83081055
2528,2692.52099609
2532,5521.61279297
2536,1105.20043945
2538,1523.47277832
2539,978.216125488
2540,2371.24658203
2545,5069.95800781
2548,1031.9005127
2549,931.197937012
2553,2430.64990234
2563,1785.32678223
2566,2427.07177734
2574,1405.16625977
2575,2912.2578125
2584,2629.40917969
2588,2373.50830078
2589,902.702453613
2592,1592.68286133
2596,1360.02087402
2598,1600.82092285
2602,931.66015625
2603,1625.34082031
2607,2331.52416992
2609,1409.23168945
2611,5640.57958984
2627,1633.08496094
2628,1831.15588379
2630,3009.89550781
2633,2098.27685547
2636,7466.36962891
2640,1040.00134277
2641,1290.49353027
2657,4555.66308594
2659,979.584472656
2662,1032.44787598
2663,1918.3236084
2667,2350.91650391
2670,925.389038086
2682,2338.2421875
2694,3130.18994141
2699,5894.63623047
2700,2789.10986328
2703,5023.28515625
2708,2127.45141602
2714,906.335327148
2725,753.524291992
2726,1371.16333008
2727,1324.09570312
2732,2098.88964844
2733,5236.06396484
2736,5609.23144531
2745,2140.08251953
2760,1256.703125
2764,2041.04394531
2765,6902.81347656
2766,608.801269531
2775,2018.4576416
2783,1573.37414551
2784,1110.56286621
2786,2246.58544922
2801,1331.28930664
2803,1737.28198242
2813,5370.54785156
2815,6576.59667969
2816,1471.67456055
2818,3022.87646484
2819,2303.73242188
2822,1143.72387695
2825,1747.56896973
2826,1350.31811523
2830,1485.50219727
2834,1328.70373535
2835,6265.71630859
2856,2739.93823242
2873,6418.54931641
2886,5985.85253906
2892,3176.28027344
2896,933.666870117
2897,982.997436523
2899,1969.19116211
2901,1093.96166992
2909,5725.64111328
2914,3707.4074707
2915,1140.48937988
2916,2091.30517578
2919,915.371704102
2926,2629.08447266
2927,1781.15563965
2933,1486.50891113
2934,3169.83276367
2941,1818.54919434
2942,1777.43530273
2946,2691.10546875
2949,1719.51464844
2952,1610.52514648
2957,8799.41601562
2962,1781.51403809
2963,974.923034668
2965,1990.4831543
2966,6913.22167969
2971,1995.25256348
2975,692.35534668
2979,1116.01855469
2985,9220.58984375
2995,2609.41162109
2996,1403.76147461
3001,3084.66235352
3007,2605.08642578
3008,880.434082031
3014,3290.50634766
3017,11206.1259766
3021,1285.07739258
3025,2611.24365234
3026,1009.35290527
3034,2419.65917969
3035,2752.11303711
3044,3027.33276367
3046,3014.90161133
3047,5654.88378906
3057,3368.29833984
3059,6172.90039062
3063,4126.72998047
3065,1289.66870117
3067,2414.91186523
3069,1355.98730469
3076,3362.31323242
3086,1193.68383789
3088,2331.38818359
3090,1932.00463867
3096,3178.99951172
3100,1084.82849121
3102,2073.97021484
3103,2443.16210938
3107,978.34197998
3118,1224.44506836
3120,4469.30908203
3123,1953.48608398
3128,1227.50720215
3132,1559.89355469
3140,1609.41455078
3152,2442.17578125
3165,3357.66992188
3183,1517.19189453
3190,1047.2746582
3197,1789.58557129
3201,1365.69970703
3203,1877.95739746
3214,2340.92626953
3219,2053.84912109
3220,1394.37280273
3221,4559.26953125
3229,1612.18493652
3234,1077.11364746
3235,3520.95239258
3240,1595.17687988
3241,1439.31896973
3249,2137.12792969
3254,914.623413086
3264,4030.23388672
3266,1907.52612305
3270,807.826843262
3282,2015.79394531
3285,1829.25805664
3289,1266.86889648
3291,1528.07910156
3295,2093.01513672
3299,837.569213867
3302,1524.88220215
3303,5385.89550781
3308,3463.09448242
3309,3903.74804688
3324,2229.08251953
3327,5195.80664062
3330,3985.50341797
3335,1347.09216309
3339,1850.1829834
3340,2583.27539062
3343,1456.52087402
3350,2602.3359375
3353,1604.03503418
3356,8452.19433594
3361,3418.36767578
3368,1079.40087891
3376,1454.83007812
3381,1172.62817383
3383,2573.14501953
3397,3023.49267578
3403,2201.34692383
3405,1637.59790039
3410,1535.13806152
3412,2195.26611328
3416,2874.71337891
3417,1752.20056152
3423,2843.32421875
3427,6822.41015625
3435,3134.84130859
3439,1170.20581055
3441,2415.50854492
3450,1465.65515137
3453,970.416015625
3454,1240.09204102
3458,9052.92773438
3459,1505.3013916
3467,3566.12695312
3469,4879.31738281
3477,1153.36120605
3478,8249.94335938
3482,944.17578125
3484,5889.67724609
3506,2511.66259766
3515,6205.99707031
3522,3128.84960938
3523,1697.59301758
3526,1308.55908203
3532,1571.0769043
3534,1790.68383789
3537,1126.46813965
3539,973.555175781
3542,5162.59472656
3545,1066.18518066
3552,1722.0032959
3554,1287.9239502
3573,1864.07983398
3576,1203.22192383
3577,2712.01757812
3580,1632.76574707
3583,1067.00244141
3584,1605.92272949
3609,1158.74475098
3613,5013.34082031
3623,2078.75830078
3624,3576.87963867
3638,8380.85449219
3642,2139.54614258
3643,2496.11474609
3647,1389.15087891
3653,1607.93395996
3654,4489.81884766
3656,1470.75598145
3658,845.114379883
3659,3899.40356445
3663,6173.18310547
3664,3487.24560547
3666,851.64855957
3681,1402.41015625
3689,2700.578125
3694,2840.09423828
3695,1492.21936035
3699,1460.88208008
3701,2477.72827148
3704,3309.71728516
3721,1212.62670898
3726,4126.70166016
3727,3093.38916016
3729,2500.80102539
3731,3825.19482422
3738,1499.19689941
3740,2538.74853516
3744,1612.1237793
3757,1036.07263184
3758,901.777832031
3778,1675.38378906
3781,3704.80200195
3790,6077.17285156
3796,1329.57641602
3798,6088.54248047
3804,1213.63098145
3813,1107.23950195
3814,1103.08911133
3815,2572.8894043
3818,2007.86816406
3823,2811.98120117
3826,8047.61230469
3831,1611.83813477
3834,4037.18554688
3835,2717.75952148
3849,2332.19995117
3850,2507.10620117
3855,2390.35839844
3864,2507.14257812
3867,2264.51342773
3871,1121.39648438
3879,1799.34375
3880,2550.50756836
3882,4091.88085938
3884,9730.12988281
3893,1906.03198242
3895,1609.01782227
3901,3149.11328125
3903,1038.18676758
3913,1621.81811523
3921,2119.32177734
3929,2387.06176758
3947,823.087280273
3962,1884.29553223
3963,904.077636719
3966,1756.50354004
3975,1675.03552246
3976,5994.11914062
3977,3015.44458008
3978,1158.65625
3979,963.050415039
3983,1790.1998291
3985,807.819702148
3989,8726.94335938
3992,1774.13220215
3995,2105.60791016
4008,2254.72631836
4013,1822.68530273
4029,1681.73852539
4035,3229.30957031
4040,2202.74609375
4048,865.033996582
4060,1975.03417969
4066,1284.02392578
4075,862.356567383
4079,2676.64697266
4083,1069.44812012
4091,1531.10131836
4092,6879.80957031
4093,2872.87451172
4098,2823.27172852
4108,1544.05456543
4109,915.345703125
4110,3280.23706055
4116,2114.60791016
4129,1784.4095459
4130,4347.21679688
4140,1994.56018066
4146,1639.34301758
4150,4053.98486328
4151,7466.57666016
4153,1322.5748291
4169,5887.11767578
4170,2186.47851562
4179,1696.17736816
4183,4165.38916016
4188,3199.36572266
4190,1472.49316406
4193,1539.28588867
4201,7572.90625
4205,1186.91601562
4210,2403.26123047
4226,2012.94396973
4229,1864.88415527
4241,2940.54345703
4242,1325.56347656
4257,3384.51757812
4258,685.743530273
4260,2343.36474609
4263,5338.07910156
4267,844.989929199
4273,2123.31542969
4274,2047.7857666
4277,1219.11572266
4281,1537.1887207
4283,4262.8671875
4293,2658.76318359
4294,1412.90112305
4305,4407.34960938
4307,2856.75537109
4318,1494.78100586
4325,2262.4921875
4327,4455.38964844
4332,3100.37939453
4335,4163.13476562
4336,3755.09887695
4337,730.564331055
4339,3783.64135742
4343,1391.3828125
4346,961.263366699
4348,1658.5592041
4350,3698.375
4358,2101.02270508
4359,2058.28149414
4363,1814.19006348
4366,3958.4206543
4374,1022.68200684
4375,2191.82226562
4377,1136.46044922
4393,3517.13012695
4395,2601.25634766
4400,1072.39147949
4402,6169.51269531
4404,7194.87109375
4415,2492.98583984
4418,1811.78198242
4422,1505.93579102
4430,1353.06237793
4432,2217.16992188
4433,1122.85131836
4435,6061.97314453
4438,1811.4050293
4444,1921.54943848
4447,2139.86279297
4451,5374.21386719
4452,1878.78161621
4457,1388.19262695
4459,3669.07763672
4469,1398.24731445
4471,9278.12792969
4486,1207.77783203
4488,2369.80761719
4510,1562.06469727
4515,865.954589844
4527,3838.21606445
4530,1074.73376465
4534,867.401000977
4535,4023.95947266
4536,1262.81970215
4548,2815.00146484
4549,1639.62268066
4551,5327.31640625
4556,2515.95336914
4559,771.047607422
4564,1275.54345703
4570,4161.47802734
4575,7414.96630859
4584,2785.58935547
4585,2843.72314453
4591,2022.46875
4592,2966.53076172
4593,1924.47814941
4594,1135.40014648
4598,1059.47912598
4607,2463.11181641
4608,943.45098877
4620,2344.48535156
4621,3037.09814453
4625,3157.35424805
4635,2985.53979492
4638,4724.52246094
4652,2838.48291016
4657,2126.6262207
4658,2045.56640625
4666,5420.59960938
4672,1460.41772461
4676,3072.70556641
4680,1088.39135742
4681,6289.49560547
4683,3452.62036133
4684,1064.36755371
4689,2614.71582031
4690,2785.90185547
4692,1865.71936035
4697,1903.91503906
4700,1848.72521973
4705,18031.7539062
4721,1946.41796875
4726,2121.72070312
4729,968.540405273
4731,4716.95068359
4736,2087.71313477
4739,1824.14453125
4740,1905.90625
4753,1224.83898926
4754,2490.95581055
4755,5391.20166016
4756,1076.6751709
4759,1782.69604492
4764,1263.6262207
4771,3098.88037109
4772,1607.54602051
4776,803.986877441
4780,3118.24951172
4784,1490.00695801
4786,1435.67932129
4787,3032.38427734
4789,1066.16674805
4794,1903.3236084
4800,1629.52075195
4807,3283.43945312
4813,8001.02587891
4818,2419.7355957
4823,10429.4404297
4824,1851.64526367
4829,2511.58203125
4830,886.447570801
4835,2648.63720703
4844,1633.33398438
4845,1690.72888184
4846,2236.51098633
4847,878.53918457
4854,2733.1730957
4857,3057.61279297
4861,946.122070312
4863,1117.78356934
4866,2465.06811523
4869,4219.85742188
4871,1390.18994141
4872,1937.62963867
4875,2612.64477539
4877,8913.65039062
4878,966.931030273
4885,1905.5435791
4886,1471.82128906
4888,4146.14746094
4890,1237.20178223
4896,1125.25109863
4899,2282.13232422
4913,730.258117676
4916,2116.19824219
4920,3919.57470703
4925,2639.26635742
4934,2083.12646484
4941,2334.86499023
4946,1740.94067383
4954,2929.05859375
4956,1298.6541748
4958,4487.27490234
4965,1224.32983398
4966,1256.93847656
4970,2600.00585938
4977,1814.14196777
4980,2689.25439453
4984,1812.60522461
4995,921.899597168
4997,2834.59423828
4999,2082.98535156
5005,3634.61254883
5011,1500.6652832
5015,2344.0925293
5016,2526.34301758
5019,2947.4543457
5024,2200.8137207
5030,1960.59899902
5031,1518.57128906
5034,2036.99121094
5047,9794.49804688
5048,2306.28710938
5052,1271.3659668
5061,2022.33374023
5062,7912.72119141
5067,3473.85888672
5068,4244.70654297
5077,1476.9699707
5079,1861.45214844
5090,3163.07885742
5094,2214.37597656
5103,1940.18322754
5104,856.305175781
5106,2129.54858398
5107,2126.90551758
5110,1183.43041992
5114,1865.33032227
5116,4267.35107422
5121,5331.44384766
5122,3026.70043945
5124,899.399902344
5132,4644.02246094
5133,1746.88342285
5138,2014.13208008
5143,2282.54858398
5153,1468.16113281
5154,1910.51916504
5155,855.61895752
5160,1730.82055664
5169,4091.2956543
5172,3204.08691406
5173,3109.60668945
5179,980.176391602
5182,2913.74536133
5187,1200.66467285
5192,2864.05493164
5211,1277.27856445
5213,3511.70556641
5219,939.83203125
5225,2706.76660156
5226,1128.31713867
5227,4693.96923828
5228,2303.96826172
5239,3455.88549805
5241,1473.6776123
5244,2204.16479492
5248,3890.44140625
5260,1204.75927734
5266,1049.37390137
5273,1828.85290527
5280,7920.55224609
5298,4366.35986328
5300,1021.52307129
5306,3249.0324707
5307,1092.99169922
5311,4281.16113281
5316,1120.35229492
5323,871.352050781
5332,1700.46582031
5336,1728.39807129
5338,939.523071289
5342,3094.67724609
5347,1188.41149902
5355,3823.51757812
5357,2014.50292969
5362,1407.4744873
5363,1222.5970459
5364,956.678344727
5366,2063.27758789
5374,5135.89990234
5375,760.137878418
5379,2762.95849609
5380,2396.09936523
5383,819.30480957
5385,1666.50073242
5390,1703.12768555
5393,4414.45898438
5398,2109.56298828
5411,2591.33154297
5414,900.281555176
5429,1439.07653809
5432,8799.64550781
5436,1295.60717773
5437,5215.04296875
5439,1203.7253418
5440,3792.30517578
5449,1346.23950195
5458,1193.82055664
5460,873.846862793
5462,1133.72436523
5463,2228.45898438
5465,2700.91845703
5467,3658.76806641
5475,2473.39990234
5483,1949.54272461
5485,1199.10998535
5489,1782.68920898
5493,2787.28320312
5497,754.091430664
5501,1405.5769043
5506,1288.09521484
5507,1565.86743164
5510,2960.61303711
5524,4619.015625
5531,1305.54467773
5542,3567.93310547
5543,2083.71240234
5544,4894.75244141
5552,1855.26403809
5560,2451.70214844
5563,3876.91845703
5573,2616.22412109
5579,1059.48864746
5584,3117.80419922
5585,9293.55273438
5594,1415.69567871
5595,1951.3371582
5597,1878.88647461
5598,1453.90209961
5604,1574.55969238
5606,1363.42468262
5610,1076.78295898
5615,4273.140625
5631,1367.44104004
5637,1564.82800293
5646,1700.05212402
5656,3074.95556641
5658,10366.0322266
5666,1441.00646973
5668,2645.87719727
5673,1329.19311523
5680,1293.92041016
5691,2642.515625
5692,6297.90087891
5693,1871.48413086
5697,3535.47192383
5698,1675.46350098
5700,1976.15942383
5704,2029.9152832
5705,1850.62243652
5707,951.280395508
5710,924.273803711
5716,848.676757812
5720,1595.13830566
5722,2390.17993164
5727,2030.81188965
5733,1410.34667969
5737,2437.19750977
5742,3508.6027832
5747,912.870788574
5760,2691.65332031
5774,1527.68469238
5788,4972.31201172
5796,1725.38439941
5797,1370.14916992
5800,2425.04711914
5812,1513.3223877
5814,1116.02197266
5818,1186.81188965
5819,3335.77490234
5823,5497.8515625
5826,2951.87011719
5830,1641.59350586
5831,1442.21826172
5846,2380.37402344
5864,2073.63061523
5869,643.202392578
5870,4225.85693359
5879,1344.53991699
5883,10702.3261719
5886,1202.90930176
5889,4847.66015625
5904,2090.33447266
5905,1078.59643555
5910,3057.00512695
5911,2049.49169922
5914,1712.7512207
5915,1665.04748535
5920,1097.01391602
5925,1834.56774902
5926,1949.15893555
5934,2626.25732422
5939,2989.95263672
5941,1038.37817383
5943,1031.51220703
5949,3376.02148438
5961,1647.8215332
5965,5719.63330078
5966,2640.48168945
5969,730.608764648
5970,2325.0715332
5978,2892.15209961
5979,2346.25732422
5983,1338.30822754
5985,6378.81152344
5989,1282.22338867
5997,1501.18774414
6004,2123.37841797
6010,3669.85473633
6013,1436.43041992
6019,1516.1361084
6020,1204.71716309
6032,1165.67602539
6036,5036.28710938
6037,5758.28417969
6039,1709.69921875
6050,1729.69177246
6051,1529.65039062
6053,4981.00488281
6057,1681.98754883
6059,1293.53552246
6067,3924.5402832
6068,1363.7911377
6075,1540.84558105
6078,834.033569336
6079,4710.32763672
6080,3721.0402832
6082,4404.31347656
6084,1169.94909668
6091,3066.41845703
6092,1293.33203125
6093,5271.30712891
6096,1699.92028809
6102,1734.93005371
6105,1612.75280762
6116,1660.19628906
6122,904.889465332
6126,991.310241699
6131,3910.7800293
6140,5806.67089844
6141,1200.03942871
6146,942.238586426
6147,2468.1640625
6157,3073.66308594
6162,2286.54125977
6163,2400.20751953
6165,2128.69238281
6170,6823.0
6208,1877.22583008
6216,4076.01245117
6218,1686.95898438
6223,2637.91552734
6224,2051.01245117
6227,1746.67712402
6240,10956.8076172
6241,1491.05957031
6246,1236.38012695
6248,4465.85253906
6249,1159.19287109
6255,1597.34436035
6261,2812.18310547
6262,7695.16699219
6269,1635.43823242
6271,2057.94799805
6278,2709.84204102
6284,1515.88110352
6285,1485.63562012
6287,1051.75708008
6288,2277.70654297
6291,2199.96142578
6296,929.454589844
6297,3410.15161133
6304,1887.56542969
6309,2959.11083984
6310,889.829284668
6311,2270.52587891
6316,1177.88879395
6319,1546.53161621
6332,9298.80175781
6335,5967.22900391
6336,1199.99987793
6341,1088.11303711
6359,1196.95361328
6369,1652.39916992
6375,706.526733398
6378,3169.24169922
6380,2943.49829102
6385,10004.3261719
6387,7543.60400391
6391,2978.52001953
6392,745.79095459
6393,2574.01757812
6400,832.772827148
6411,2565.59619141
6415,2014.57873535
6416,2244.74047852
6419,3279.38354492
6421,1145.49645996
6432,2294.71435547
6438,1645.7590332
6444,903.741577148
6445,1500.88366699
6446,1348.95300293
6448,7907.07177734
6452,1423.26403809
6459,1996.94628906
6470,4119.32275391
6475,936.884460449
6484,2366.69848633
6492,2502.3359375
6502,1769.1529541
6505,1249.3614502
6506,1687.9609375
6513,1875.10412598
6514,3218.29003906
6524,4787.19873047
6525,681.444458008
6528,1504.72875977
6529,8580.91699219
6531,1749.33862305
6538,1719.67480469
6541,4025.59106445
6546,2764.19091797
6553,837.867980957
6563,705.10369873
6567,1779.37670898
6586,5300.64111328
6588,2283.56494141
6589,4274.61425781
6591,3502.8503418
6596,1403.29736328
6607,1601.74279785
6613,10899.6992188
6615,2046.96911621
6625,1221.00842285
6629,3477.24536133
6630,2672.16381836
6632,1455.55200195
6640,884.654663086
6645,2968.2590332
6648,2161.47949219
6656,1634.27563477
6658,2623.58178711
6661,1587.59899902
6663,2366.49975586
6665,2739.99389648
6673,1741.3079834
6676,1928.1451416
6681,1324.61230469
6683,1691.73498535
6684,870.243530273
6695,1241.44494629
6697,1347.28833008
6700,2731.42675781
6702,1127.69506836
6703,1314.24060059
6704,3558.16723633
6712,4108.18066406
6716,4167.46386719
6723,1309.59997559
6733,3849.1015625
6734,2261.88598633
6739,3668.13427734
6743,658.094116211
6746,1515.47729492
6756,1303.79064941
6758,1433.49316406
6765,889.340515137
6772,2146.92016602
6776,3479.35351562
6777,1834.28869629
6784,2717.42578125
6785,1367.58081055
6788,1672.12280273
